key,1
#,
offset,4
int32,str
0, 一方  永恆堡壘  某處――
1, 聽說你和烏克拉瑪特他們接觸了。
2, 也罷。<hex:02100103>不管你在打什麼主意……
3, 當國家面臨危機時，<hex:02100103>你沒有保護人民的力量。<hex:02100103>因為這種無力，你只能依賴我。
4, 即使對他們產生了感情，結果還是一樣。<hex:02100103>最終你還是需要我的力量……不是嗎？
5, 是的，但是……<hex:02100103>那孩子說，人民是他的家人。
6, 他對人民的愛是那麼純粹。<hex:02100103>所以，我不希望他經歷我所經歷的痛苦。
7, 而且，拉馬奇……烏克拉瑪特的同伴們，<hex:02100103>似乎擁有我們沒有的知識。<hex:02100103>和他們在一起，也許能找到另一條路……
8, 我知道這很自私，<hex:02100103>但現在還能和特來約拉締結和平嗎？
9, 我們所做的事是不可原諒的。<hex:02100103>但這並不意味著家人之間要互相殘殺……
10, 哼……。<hex:02100103>竟然對我這個連唯一的親人都斬殺的人談論家人。
11, 每當想起父親，我只感到失望。<hex:02100103>他竟然那麼輕易地死去，真是老朽不堪……
12, 僅僅斬殺那樣的東西，<hex:02100103>並不能證明我多年來追求的奇蹟。
13, 現在，要實現我的目標，只有殺死他們。
14, 即使是幻影，能在全盛時期的父親面前勝利的現任連王……<hex:02100103>烏克拉瑪特和科納……
15, ……又要殺家人嗎？<hex:02100103>即使沒有血緣，烏克拉瑪特也是你的妹妹吧？
16, 我是為了我的目標行動。<hex:02100103>當你從黃金鄉對我說話時，我就這麼說過。
17, 別忘了。<hex:02100103>殺死你所珍視的「家人」對我來說很容易。<hex:02100103>如果你想保護他們的命，就放棄那些天真的想法。
18, 我承認你擁有的知識和能力。<hex:02100103>好好考慮你的行動，理王。
19, 咬牙……
20, 烏克拉瑪特。<hex:02100103>如果你是適合繼承父親的「武王」，<hex:02100103>那就來找我吧。
21, 如果我看錯了……那時我會毀滅特來約拉。
22, 該怎麼辦…………。
23, 被雷雲覆蓋的大地上聳立著  電光巨塔<hex:02100103>永恆堡壘――
24, 這座由十二層構成的塔的第九層<hex:02100103>被稱為解決方案九
25, 曾經建造這座城市的人們<hex:02100103>究竟懷著什麼願望，什麼想法，才給它取了這個名字呢
26, 真是壯觀吧？
27, 其他樓層也有各種大小的城市和工業區，<hex:02100103>但這裡，解決方案九，是永恆堡壘最大的城市。
28, 太……太厲害了……<hex:02100103>我都看得頭暈了……
29, 哈哈，剛開始都會這樣。
30, 這裡的一切都是用電光建造的，<hex:02100103>技術遠超特來約拉。<hex:02100103>基本上，這裡既方便又適合居住。
31, 對了，我會向後台的人解釋情況，<hex:02100103>你們可以趁這段時間四處看看。
32, 這裡的情況，<hex:02100103>比起用嘴說，還是親自走一走比較快。
33, 你們應該也想更多了解「斯菲恩和佐拉賈建立的國家」吧？
34, 你說什麼？
35, 我想快點看看！
36, 我覺得我們有責任了解
37, 不愧是冒險者。<hex:02100103>一副迫不及待的樣子！
38, ……嗯，沒錯。<hex:02100103>我們有責任了解……
39, 話說回來，雖然守衛沒有攔住我們，<hex:02100103>但我們這些外來者隨便走動真的沒問題嗎？
40, 如果你們被登記為「斯菲恩的客人」，<hex:02100103>應該不會突然被機械兵抓住。
41, 不過，不要隨便靠近通往最上層的升降機……<hex:02100103>只要保持常識行動就沒問題。
42, 那麼，就恭敬不如從命，<hex:02100103>暫時自由探索吧！
43, 嗯……為了準備戰鬥，<hex:02100103>我們也需要了解這裡的技術！
44, 呵呵，你們兩個，<hex:02100103>別太興奮引起不必要的注意哦。
45, 看完之後，<hex:02100103>請到東邊的「真視」入口，<hex:02100103>那裡有個小廣場。
46, 我會讓我們的同伴去接你們。<hex:02100103>那一帶的路有點複雜。
47, 明白了。<hex:02100103>那麼大家，待會兒見！
48, 我也去和城裡的人聊聊。<hex:02100103>也許有人知道這個耳飾的事情。
49, 這裡到底是什麼地方……真的是在塔裡嗎……？
50, ……那麼，你在隱瞞什麼？<hex:02100103>我母親的本體在哪裡？
51, 立場上，我還不能說。<hex:02100103>別擔心，她在安全的地方。
52, （★未使用／削除予定★）
53, 比起這個，你似乎很信任這個冒險者？
54, 發生了什麼事，詳細說說吧！
55, ……找到了黃金鄉的門。
56, 什麼？什麼？什麼？真的？？？
57, 等等，埃倫維爾！<hex:02100103>這麼重要的事為什麼不早說！
58, 那個……要不要和我一起行動？
59, 我不是害怕哦？<hex:02100103>只是這裡和特來約拉差太多，有點不自在！
60, (-？？？？-)找到了！<hex:02100103>喂，拉馬奇他們～！
61, 斯菲恩！？
62, 看你這樣子，順利通過檢查了吧！<hex:02100103>太好了，我還有點擔心呢。
63, 嗯，多虧了斯菲恩。<hex:02100103>謝謝！
64, 啊……那個，兩位。<hex:02100103>很抱歉剛來就說這個，<hex:02100103>有件重要的事想和你們談談……可以嗎？
65, 重要的事？
66, 是的，重要的事……！
67, 那個……<hex:02100103>能不能不要和佐拉賈王對立，和解呢？
68, ……這是什麼意思？<hex:02100103>你一開始不是說你也在對抗他嗎。
69, 當然，意見……我們的方針仍然對立。<hex:02100103>我無法完全認同他的做法。
70, 但是，我不希望你們戰鬥。<hex:02100103>我不希望你們後悔……
71, 你們沒有佩戴調節器，<hex:02100103>以肉身對抗佐拉賈王，太危險了……
72, ……感謝你的擔心，<hex:02100103>但我無法接受這個提議。
73, 佐拉賈殺了我父親，奪走了人民的生命。<hex:02100103>如果放任他不管，大家的笑容會再次被奪走。<hex:02100103>作為武王，我不能原諒他。
74, 如果你也愛這個國家，愛人民，<hex:02100103>你應該明白我的決心不是隨便說說的！
75, 那是…………我明白。76,なら、せめてこれだけは言わせて！
77, 佐拉賈王為了勝利不擇手段。<hex:02100103>如果想保護人民，現在就回特來約拉，<hex:02100103>制定對策吧！
78, 我知道作為襲擊特來約拉的敵國之王，<hex:02100103>說這些話很方便……
79, 但是，和我不同……<hex:02100103>你們還有改變命運的力量……
80, ……真是個難以理解的傢伙。
81, 但沒關係。<hex:02100103>特來約拉有可靠的同伴。
82, 即使我不回去幫忙，他們也能應付。<hex:02100103>所以我也會在這裡做我能做的事。
83, 但是……！
84, 你說什麼？
85, 沒關係，我會和她一起戰鬥
86, 我們這邊也有無法妥協的事
87, 是嗎，為了保護無法妥協的事，<hex:02100103>你有可靠的同伴。
88, ……有點羨慕呢。
89, 我也想更多了解你。
90, ……咦？我？
91, 說實話，我還不確定是否能信任你，<hex:02100103>所以……
92, 如果有空的話，能不能帶我逛逛這個城市？<hex:02100103>一起行動的話，至少能看出你是什麼樣的人！
93, 呵呵呵。<hex:02100103>有空……我可是國王哦？
94, 但是，嗯。<hex:02100103>你想了解我……
95, 好吧，我帶你逛逛！<hex:02100103>正好你是我的客人，<hex:02100103>我也希望你能更多了解這個城市。
96, 就像你說的，對我來說，<hex:02100103>這個國家的每個人都像家人一樣。<hex:02100103>所以，讓我來介紹吧！
97, 嘿嘿，這才對嘛。<hex:02100103>請多多指教，斯菲恩！
98, 好的，交給理王斯菲恩吧！
99, 哇……這裡有好多沒見過的機械。
100, 那是什麼？
101, 靈魂交易機……<hex:02100103>用來將勞動所得的點數<hex:02100103>兌換成靈魂資源的設備。
102, 勤奮工作的人可以獲得額外的靈魂，<hex:02100103>這是很久以前就有的制度，<hex:02100103>對亞歷山大人來說是日常……
103, 但對你們這些外來者來說，<hex:02100103>應該很難理解這個制度吧？
104, ……我無法理解，說實話，這讓我感到不舒服。
105, 但任何文化都有其起源，<hex:02100103>一定有其理由和想法……
106, 所以我不會一味否定，<hex:02100103>為了做出判斷，我想更多了解。<hex:02100103>能告訴我這裡的歷史嗎？
107, 你說什麼？
108, 我也很感興趣
109, 了解後也許會喜歡
110, 那麼，這會有點長……我來講個故事。
111, 很久以前……據說是千年以上前，<hex:02100103>我們的世界雷屬性力量逐漸增強。
112, 根據在某遺跡發現的穀物管理記錄，<hex:02100103>大約800年前，伴隨著猛烈雷雨的雨季<hex:02100103>一年只有三個月……
113, 但在那之後的約400年，<hex:02100103>雨季持續半年的情況變得司空見慣。
114, 雷雲逐漸覆蓋天空的時間越來越長，<hex:02100103>作物生長越來越差……<hex:02100103>吃草的牲畜也逐漸消瘦……
115, 但有一天，一個能改變這種情況的「寶物」被發現了。<hex:02100103>那就是，電光石。
116, 就是建造這個城市的材料，對吧。
117, 有一次，一個村民在查看雷擊引發的山火後，<hex:02100103>發現了一種奇怪的黑色礦石……這就是一切的開始。
118, 發現這種礦石能儲存雷屬性力量，並轉換成其他屬性或釋放。<hex:02100103>從那時起，討厭的雷雲變成了巨大的恩惠。
119, 利用被命名為電光石的這種礦石，<hex:02100103>開發了各種技術，民眾的生活得到了極大改善。
120, 電光石迅速成為發展的必需品。<hex:02100103>當時產量並不多……
121, 如果自國領土內的產量不足，<hex:02100103>自然只能從他國奪取。<hex:02100103>於是，戰爭爆發了……
122, 電光石逐漸被用於侵略他國的武器，<hex:02100103>也用於保護這些武器的防禦。
123, 電光石越來越短缺，<hex:02100103>爭奪加劇……世界因此進入了「雷光大戰」。
124, 在戰爭末期……<hex:02100103>亞歷山大的鄰國林德布魯姆，<hex:02100103>收集了大量電光石，製造了最終武器。
125, 這武器被投入前線……引發了大災難。<hex:02100103>雷的力量遠超林德布魯姆的預期，<hex:02100103>吞噬並毀滅了整個大陸……
126, 這就是現在環境的由來……
127, 你說什麼？
128, 簡直像光之氾濫……
129, 簡直像闇之氾濫……
130, 簡直像靈災……
131, 看來你知道我不知道的事。<hex:02100103>我對你很感興趣……有機會也告訴我你的故事吧。
132, 繼續說吧。<hex:02100103>當時的亞歷山大人，<hex:02100103>在戰爭和大災難中失去了和平。
133, 勉強活下來的人，心中也留下了深深的傷痕……<hex:02100103>每個人都在失去親人的回憶中，<hex:02100103>嘆息和痛苦……
134, 所以，技術人員開始尋找……<hex:02100103>利用電光石保存靈魂和記憶的方法。
135, 即使肉體消失，生命也不會結束。<hex:02100103>只要記憶存在，生命就不會永遠消失……
136, 這教義長期以來一直在治癒我們的心靈創傷，<hex:02100103>現在仍是大家心靈的支柱。
137, 沒想到有這樣的事……
138, 斯菲恩大人，救救我……！
139, 怎麼了！？
140, 我已經沒有預備靈魂了。<hex:02100103>可是他們不肯給我換……
141, 斯菲恩大人，請用你的力量幫幫我！
142, （★未使用／削除予定★）
143, 對不起，斯菲恩大人……！<hex:02100103>這個人幾乎不工作，<hex:02100103>每天都在真視裡喝酒……
144, 不能兌換靈魂，<hex:02100103>只是因為他懶惰。
145, 閉嘴！<hex:02100103>我本來是「阿卡迪亞」的鬥士！
146, 但是，最近因為武王的命令，<hex:02100103>連比賽都不能參加……
147, 原來你曾在那個競技場勇敢戰鬥。
148, 但是，對不起……<hex:02100103>我不能特別對待你。
149, 那就讓我重新參加比賽吧！
150, 對不起……這我也做不到。<hex:02100103>佐拉賈王不想把可以軍事利用的魔物靈魂<hex:02100103>用於娛樂……
151, 嘖……什麼啊！<hex:02100103>這個沒用的「名義上的王」！
152, 哈哈……
153, 喂，你！<hex:02100103>你怎麼能這樣對斯菲恩大人說話！
154, 沒關係，不用在意。<hex:02100103>這種事不會傷害到我，<hex:02100103>我也不會因此討厭這孩子。
155, 聽我說，<hex:02100103>雖然我不能給你靈魂，但我希望你能活下去。
156, 因為我把這個國家的每一個人<hex:02100103>都當作家人一樣愛護。
157, 所以，不要自暴自棄。<hex:02100103>即使是微小的幸福，也希望你能找到……<hex:02100103>我希望你能微笑。
158, 每個人都有想發洩的時候，<hex:02100103>有時候也會想抱怨。<hex:02100103>那時候，我會成為你的傾訴對象……好嗎？
159, ……我明白了。
160, 在解決方案九號裡是安全的，<hex:02100103>即使沒有預備靈魂，也不會馬上死。
161, ……對不起，說了過分的話。
162, 有空的話，好好工作吧？
163, 哈哈……讓你們看到這樣的場面，真不好意思。<hex:02100103>我們換個地方吧！
164, 這樣，主要的設施都逛過了。<hex:02100103>我的導覽到此結束！
165, 那個……剛才那種情況經常發生嗎？
166, 是啊，但沒辦法。<hex:02100103>活著總會有苦難。
167, 靈魂資源的管理制度支撐了這個國家很久，<hex:02100103>但也有弊端……
168, 就像剛才那個人，預備靈魂用完了，<hex:02100103>恐懼和不安讓他過度反應。<hex:02100103>還有可能導致出生率下降。
169, ……假設可以的話，能不能廢除這制度？
170, ……不能。
171, 我明白，改變習慣的文化並不容易。<hex:02100103>就像「雙血的教義」，也有追求雙頭的理由。
172, 但是，如果我們打倒佐拉賈，<hex:02100103>就能自己決定事情了吧？
173, 到時候，包括恢復融合土地的方法，<hex:02100103>我們一起來考慮吧，斯菲恩。
174, 你們兩個，其實我……
175, 怎麼了？
176, 啊……沒什麼。
177, 抱歉，帶你們到處走，<hex:02100103>但我們該走了！
178, 謝謝你的導覽！<hex:02100103>我們也要和同伴會合了。
179, 多虧了你，我了解了這個國家，<hex:02100103>也對你有了一點了解。
180, 雖然還有很多想知道的事，<hex:02100103>但現在最重要的是打倒佐拉賈。
181, 一切結束後，也讓我介紹特來約拉給你。
182, 好，我很期待！
183, 看來我只能繼續走這條路了……
184, 對不起，拉馬奇……<hex:02100103>我可能無法遵守那個約定了。
185, 啊，他們來了。
186, 我們也剛到。
187, 這真是太厲害了……
188, 這裡是我們奧布利維恩的總部，<hex:02100103>俗稱「後房」。
189, 酒吧的後門竟然是秘密結社的據點，<hex:02100103>有點像「石之家」。
190, 這裡的成員主要是一些擅長操作電光石的發明家和技術員！
191, 他們各自發揮特長，支援在各地活動的成員。
192, 格諾特，謝爾，能簡單說明一下嗎？
193, 嗯……物資調達是我們的重要任務之一，<hex:02100103>我們還利用獨特的設備製造武器和防具！
