key,1
#,
offset,4
int32,str
0,你是……！<hex:02100103>為什麼會在這裡……！？
1,馬上下去！
2,那個，拉馬奇……？<hex:02100103>圓頂內發生了什麼事嗎！？
3,原來如此，兄長他……。
4,雖然如此，真正的問題還沒有解決，<hex:02100103>還有前往異界的遠征在等著我們……。
5,(-烏克拉瑪特的聲音-)喂，科納兄長！
6,拉馬奇，那個孩子是……？
7,這孩子叫格魯賈。<hex:02100103>是佐拉賈兄長的孩子。
8,……原來如此。<hex:02100103>圓頂內外的時間確實有差異。
9,如果這孩子是兄長的孩子……那對我來說……
10,格魯賈……對吧。<hex:02100103>我是科納，拉馬奇的兄長。
11,拉馬奇的，兄長……。
12,沒有人比科納兄長更可靠了。<hex:02100103>他一定會成為你的好家人。
13,請多指教，格魯賈。
14,那麼，科納叔叔！
15,確實是叔叔沒錯，但……
16,請叫我科納。
17,大家也被搞糊塗了。<hex:02100103>等一切解決後，我會好好解釋的。
18,只是，有一件事我想說。
19,格魯賈就是格魯賈。<hex:02100103>他和父親的罪無關。<hex:02100103>希望你們能明白這一點。
20,如果對佐拉賈兄長有什麼不滿，<hex:02100103>我們聯王會聽你們的！
21,是啊……孩子是無辜的。
22,沒錯，烏克拉瑪特大人說得對！
23,總之……能聽聽你的故事嗎？<hex:02100103>雖然從格·拉哈·蒂亞那裡聽過報告，<hex:02100103>但我想再詳細了解一下事情的經過。
24,那麼，我們邊走邊聊吧？<hex:02100103>我想看看特來約拉的情況。
25,那麼，前往布萊特普魯姆·郵局吧。
26,士兵們還在保持警戒狀態。<hex:02100103>如果沒有進一步的攻擊威脅，<hex:02100103>我們應該讓他們輪流休息，慰勞他們。
27,周圍充滿了電光，<hex:02100103>積蓄了大量雷屬性的力量。<hex:02100103>這個機構是「活著」的……。
28,可露兒，能把耳飾靠近終端嗎？
29,不行嗎……？
30,現在還不是失望的時候。<hex:02100103>既然有反應，說明代碼已經讀取了。<hex:02100103>只是可能被更高的權限阻止了執行。
31,格魯賈，你能試試看嗎？
32,什麼……我嗎……？
33,如果「武王」的權限正確繼承了，<hex:02100103>門應該會打開。
34,(-佐拉賈-)只是，我會留下我所生存和贏得的東西。<hex:02100103>你可以繼承，也可以拋棄……。
35,哇啊？！
36,真的……耳飾……
37,真是驚人……。<hex:02100103>這與用大量以太強行打開次元壁的虛空之門根本不同。
38,沒有任何扭曲，正確地形成了世界的接點。<hex:02100103>這就是曾經用「連接世界的力量」打開的門……
39,不過，現在不是感嘆的時候。<hex:02100103>既然門是由格魯賈的權限打開的，<hex:02100103>那麼擁有同等權限的斯恩菲應該也能關閉它。
40,也就是說，我們需要從這邊對門施加<hex:02100103>固定化術和干涉防御術。
41,雖然術式已經構建，但我一個人很難長時間維持……。<hex:02100103>需要一個了解彼此、能夠配合的協力者。
42,我也會留在這裡努力維持門，但<hex:02100103>還是有些不安。<hex:02100103>你們兩位能幫忙嗎……？
43,了解。<hex:02100103>如果需要術者之間的精密配合，<hex:02100103>我和阿莉塞正合適。
44,我也應該留下來嗎？
45,雖然我希望你能留下來，<hex:02100103>但你還是加入突入組吧。
46,無論我們多麼努力，<hex:02100103>門被關閉的可能性還是存在……
47,到那時，我們需要你從鏡像世界那邊<hex:02100103>再次尋找連接世界的方法。<hex:02100103>……你能做到吧？
48,……我相信不會那樣，但如果真的發生了，<hex:02100103>我會全力以赴。
49,（★未使用／削除予定★）
50,（★未使用／削除予定★）
51,（★未使用／削除予定★）
52,（★未使用／削除予定★）
53,（★未使用／削除予定★）
54,（★未使用／削除予定★）
55,（★未使用／削除予定★）
56,（★未使用／削除予定★）
57,（★未使用／削除予定★）
58,先前表明意願的烏克拉瑪特、可露兒、埃倫維爾，<hex:02100103>當然會參加突入……
59,我會留在這裡，保護維持門的人。<hex:02100103>就像之前聽說的虛空之門一樣，<hex:02100103>不排除那邊會有什麼東西侵入。
60,無論來的是什麼，我都不會讓它妨礙術法。
61,我也是一樣。
62,所以你去看看前面有什麼吧。
63,要說什麼？
64,阿莉塞當門衛的話就放心了
65,別讓我變成老人
66,對不起……！
67,好吧，我知道了。<hex:02100103>但作為交換……
68,別讓這個人承擔一切。
69,好……趁現在趕快走吧。
70,無論發生什麼，我們會保護你的……！
71,從這裡開始，是未知的鏡像世界。
72,對我們這些非阿西恩的人來說，<hex:02100103>不知道那是哪個世界。
73,那麼，就這樣稱呼吧。<hex:02100103>斯恩菲為了不失去任何人而閉鎖的地方……
74,「永恆存在的世界」！
75,（★未使用／削除予定★）
76,好，出發！
77,當時眼前展開的景象，<hex:02100103>我們難以用言語形容我們有多驚訝。
78,經歷了肉體死亡的記憶，<hex:02100103>在不褪色的回憶中享受永恆。
79,永久人稱那裡為活記憶。
80,每個人都在笑著，談論未能實現的夢想，<hex:02100103>大家確實活著，沒有任何東西失去。
81,城市到處都閃耀著光芒，<hex:02100103>我不禁低語道——
82,黃金鄉就在這裡啊……。
83,喂，斯恩菲！<hex:02100103>你在這裡嗎？
84,如果在的話，請回答！<hex:02100103>我想和你談談！
85,斯恩菲……！
86,居然來到這種地方……真是麻煩。
87,雖然和斯恩菲的相處時間不長……<hex:02100103>但我已經充分了解你是個愛民如子的善良人。
88,但是，你想做的事我不能視而不見。<hex:02100103>你自己也不想這麼做吧？
89,如果有一個沒有人受傷、沒有任何損失的溫柔世界，那該多好。
90,但是，要維持不斷增加的永久人，<hex:02100103>需要「生命力的以太」。<hex:02100103>永恆的生命，只有在獲得這種糧食的情況下才能永恆……
91,在被障壁封閉的箱庭中，<hex:02100103>我們阻止了生命的循環，勉強維持了幾百年……<hex:02100103>但這也已經到了極限。
92,所以我選擇依賴「連接世界的力量」。<hex:02100103>為了在你們的世界中尋找永久人的糧食……
93,計劃會實現的。<hex:02100103>「鑰匙」現在就在我手中。
94,從我們的世界奪取以太，<hex:02100103>如果還不夠，接下來就從其他鏡像世界奪取嗎？
95,人生來就會死……。<hex:02100103>如果把所有人都變成永久人，糧食永遠不夠。<hex:02100103>不斷奪取，最終只會自取滅亡！
96,是啊……如果你真的打算這麼做，<hex:02100103>很遺憾，我只能把你當作敵人。
97,我們也有無法讓步的東西……想要保護的人……<hex:02100103>還有最終要回去的地方。
98,……拉馬奇。<hex:02100103>如果能夠作為同樣的王，一起手牽手保護國家，那該多好……我至今仍這麼想。
99,……但是，命運是殘酷的。<hex:02100103>當我遇見你的時候，一切都已經太遲了。
100,曾經，僅僅是溫柔的斯恩菲王，無法保護人民。<hex:02100103>所以我決定拋棄軟弱的心！
101,我構成的「生前的斯恩菲」的記憶，<hex:02100103>我要拋棄它，消除這個人格……！
102,然後……成為吞噬世界的最壞系統，<hex:02100103>保護亞歷山德里亞。
103,……當我們各自想要保護的東西無法共存時，<hex:02100103>該如何解決……你應該知道吧？
104,（★未使用／削除予定★）
105,（★未使用／削除予定★）
106,（★未使用／削除予定★）
107,要說什麼？
108,決一勝負吧
109,我會保護鏡像世界
110,不要濫用那種力量
111,（★未使用／削除予定★）
112,（★未使用／削除予定★）
113,很遺憾，你來晚了一步。<hex:02100103>啟動的系統已經無法停止……！
114,(-主終端-)正在消除主終端的記憶區域……
115,(-主終端-)正在消除主終端的記憶區域……<hex:02100103>完成後，將執行連接世界的力量……
116,斯恩菲！！！
117,嘿，你還記得我對你說過的話嗎？
118,我說過，你會在自己的旅途中找到什麼。<hex:02100103>在那之前，隨心所欲地走吧。
119,沒想到走到這一步，會看到這樣的景象。<hex:02100103>未來果然是無法預測的。
120,……嘿，你有沒有想過，<hex:02100103>想見已經去世的人？
121,我有過……但最希望的是「希望他們還活著」。
122,哪怕只多一天，健康地……如果可能的話，幸福地……
123,為了這個目標，我做了很多不可能的事，<hex:02100103>付出了所有。
124,因此，有些人多少遠離了危機……<hex:02100103>但也有些生命最終只能目送。
125,如果有這樣的地方，我會怎麼做呢……
126,你能想像自己在這裡過著不失去任何東西的日子嗎？
127,按照指示，我已經打開了電路的開關。
128,謝謝大家，幫了大忙！<hex:02100103>希望這樣能修好……
129,哦！
130,……真厲害。
131,哇啊……！
132,媽媽，看那個！
133,哦哦哦……
134,真漂亮啊……
135,……是啊。<hex:02100103>這樣的景象，我生平第一次見到。
136,(-？？？？-)烏克拉瑪特大人……！
137,(-？？？？-)您在哪裡？<hex:02100103>烏克拉瑪特大人……！
138,不會吧……。<hex:02100103>那是……納米卡……？
139,那個，對不起。<hex:02100103>你有看到一個年幼的舒巴拉爾族女孩嗎？
140,你是，納米卡……對吧……？
141,我是烏克拉瑪特，你不認得我了嗎？
142,啊，怎麼辦……她是非常重要的孩子……。<hex:02100103>雖然沒有血緣關係，但就像我的孩子一樣……
143,……不用再找了。<hex:02100103>那孩子在這裡。
144,烏克拉瑪特……大人……？
145,是的，納米卡。<hex:02100103>放心吧……是我，烏克拉瑪特！
146,是！
147,是啊，我已經……。<hex:02100103>啊，難道烏克拉瑪特大人也……
148,沒事，我還活著。
149,啊……
150,太好了……真的太好了……
151,沒想到能在這裡見到您，<hex:02100103>這不是夢吧……！
152,這不是夢。
153,真是麻煩……願望實現了。<hex:02100103>我想再聽一次你的聲音……
154,不過，烏克拉瑪特大人。<hex:02100103>您真的變得很了不起。
155,一定是到這裡經歷了很多困難。<hex:02100103>你真的很努力。157,（★未使用／削除予定★）
158,而且……<hex:02100103>現在的我能在這裡，全都是因為納米卡的養育。
159,無論何時，她都相信我，支持我。<hex:02100103>她像對待親生女兒一樣愛我……
160,謝謝你！<hex:02100103>納米卡對我來說，是最好的母親！
161,啊……我好高興……
162,回顧過去，這真是一段美好的人生。<hex:02100103>自從遇見你，我一直很幸福。
163,當我因失去孩子而陷入絕望時，<hex:02100103>年幼的烏克拉瑪特向我微笑。<hex:02100103>從那一刻起，你成了我生活的喜悅。
164,納米卡……<hex:02100103>我也是這樣……
165,能在最後傳達心意真是太好了……<hex:02100103>這樣我就沒有遺憾了。
166,雖然我無法見證你未來的成就，<hex:02100103>但請保重身體，健康快樂地生活。
167,……謝謝你，納米卡。
168,那麼……我要走了！
169,這就是斯恩菲一直想保留的東西啊。
170,但是，斯恩菲……
171,生命是會延續的。<hex:02100103>不可能讓一切永遠保持不變……
172,來吧，繼續前進吧……！
173,……晚安，大家。
174,(-古風的王國騎士-)雖然不認識你，但感謝你的幫助！
175,你們兩個，真是太強了！
176,奧蒂斯，幹得好！那邊的人也是！
177,(-被稱為奧蒂斯的騎士-)哈哈哈！這點魔物，不算什麼！
178,魔物……已經解決了嗎？
179,放心吧，諸君！<hex:02100103>只要有我這個王國騎士團長奧蒂斯在，<hex:02100103>人民就不會有危險！
180,奧蒂斯？
181,難道你是……那個奧蒂斯！？
182,嗯……那個奧蒂斯是什麼意思？<hex:02100103>我一直都是這個奧蒂斯……你是誰？
183,誰？你是奧蒂斯·維羅納吧？<hex:02100103>我們在找格魯賈時，<hex:02100103>在遺產發現地見過你。
184,我們還一起吃過飯吧？<hex:02100103>最後在解決方案九號戰鬥……
185,格魯賈……解決方案九號……？<hex:02100103>你到底在說什麼？
186,我完全不認識你們，<hex:02100103>也不知道什麼遺產發現地！
187,難道你們是在開玩笑？
188,不，不是！<hex:02100103>我們沒有開玩笑……
189,嘿，難道這傢伙，<hex:02100103>和我們在那邊遇到的不是同一個人……？
190,要說什麼？
191,是他生前的記憶吧
192,可能沒有機械兵之後的記憶？
193,嘿，你們在悄悄說什麼？
194,抱歉，我忙著準備建國祭。<hex:02100103>沒時間聽你們胡說八道。
195,畢竟在祭典上，孩子們要求我出演戲劇！
196,那麼，失陪了！
197,建國祭……？
198,被邀請來了……<hex:02100103>到底會發生什麼呢？
199,沒看到烏克拉瑪特他們。
200,各位來賓！<hex:02100103>今晚我們要講述的是很久以前的故事。
201,曾經，這個亞歷山德里亞王國，<hex:02100103>捲入了一場圍繞電光石的巨大爭端。
202,這是我們勇敢的王國騎士們，<hex:02100103>拼命保護斯恩菲的故事。
203,那麼各位，<hex:02100103>請準備好厚手帕，享受這個故事吧。
204,哇，看！
205,王國騎士！
206,什麼……？
207,（★未使用／削除予定★）
208,哈哈！真是太棒了！
209,他們在幹什麼……。
210,嘿！
211,喔呀！
212,哇啊啊！<hex:02100103>我，我被打敗了……！
213,大家，快逃！
214,是斯恩菲大人！
215,喔呀！
216,斯恩菲大人，您沒事吧？
217,啊……謝謝你，我的奧蒂斯！
218,我的……？
219,就這樣，在王國騎士的活躍下，<hex:02100103>亞歷山德里亞艱難地獲得了勝利。
220,但是……悲劇發生了！
221,啊，怎麼會這樣。<hex:02100103>敵國投入的最終武器，導致了大災難……
222,斯恩菲大人因後遺症而去世了……！
223,等等……！<hex:02100103>這裡應該讓她跑過來結束的……！
224,什麼？
225,就這樣結束了？
226,咳咳！
227,啊～，但是即使在巨大的悲傷中，<hex:02100103>人們繼承了斯恩菲的遺志……
228,嗯……<hex:02100103>克服了困難的時代，建立了新的王國……<hex:02100103>新生亞歷山德里亞聯合王國，並達到了現在的繁榮！
229,真是抱歉……。<hex:02100103>回想起當時的情景，我的身體動不了了。
230,別在意！<hex:02100103>總之，我們也很開心！
231,順便說一下……<hex:02100103>剛才你說新生亞歷山德里亞聯合王國？
232,難道你們是……來自未來的人？
233,……是的。<hex:02100103>而且我們不是永久人，是有生命的存在。
234,沒想到會在這裡遇到生者……
235,那麼，我有件事想問你們。<hex:02100103>我一直害怕知道真相，<hex:02100103>不敢問新來的永久人……
236,亞歷山德里亞……現在還健在嗎？
237,是的。<hex:02100103>雖然和你活著的時候有很大不同……
238,但你們的後代，現在仍然以亞歷山德里亞的名義，<hex:02100103>努力向前生活著。
