key,1
#,
offset,4
int32,str
0,主終端前的烏克拉瑪特，流露出悔恨的神情。
1,決定去找最初遇到的永久人康斯坦西。試著在記憶之門的「指定地點」觀察一下。
2,終於見到了永久人卡夫基瓦。和記憶之門的「運河鎮的警衛」談談。
3,乘坐滑索來到了運河鎮。和記憶之門的遊水通道裡的「卡夫基瓦」談談。
4,與卡夫基瓦交談，接受了她希望消除永久人的願望。和遊水通道裡的「永久人們」談談。
5,與永久人們交談過了。和遊水通道裡的「埃拉斯塔斯」這位店員談談。
6,從埃拉斯塔斯那裡試吃了永久人用的爆米花。和遊水通道裡的「格魯賈賈」談談。
7,與格魯賈賈交談。他提到看到有困擾的永久人，去找找看並幫助他們吧。
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
25,和運河鎮的警衛談話
26,和卡夫基瓦談話
27,和永久人們談話
28,和埃拉斯塔斯談話
29,和古．拉哈．提亞對話
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,我知道她沒有惡意……<hex:02100103>但這件事我絕不會讓步……
49,永久人這種存在本身，從一開始就是錯誤的……<hex:02100103>斯恩菲背負著這種無法持續的生命，<hex:02100103>一直在抗拒消亡……
50,她想保護的記憶，是違背自然法則的。<hex:02100103>但永久人們確實存在於這裡，<hex:02100103>斯恩菲相信他們的生命是真實的……
51,斯恩菲已經消失了，<hex:02100103>再待在這裡也沒意義。<hex:02100103>我們先回記憶之門吧。
52,剛才那個康斯坦西，<hex:02100103>說斯恩菲要入眠什麼的？<hex:02100103>我們去找她，問清楚一點。
53,康斯坦西小姐，不見了……<hex:02100103>她是不是去了別的地方？
54,嗯……<hex:02100103>那個人，不是她吧……？
55,看來附近沒有她的蹤影。
56,真是的，她不見了！？
57,找不到她啊……
58,她說自己是這個設施的工作人員，<hex:02100103>可能去引導其他永久人了？
59,(-聽起來熟悉的聲音-)你們在找誰嗎？
60,是啊。<hex:02100103>我們剛才在這裡和康斯坦西談話……
61,什麼……！？
62,(-聽起來熟悉的聲音-)好久不見……雖然也沒那麼久。<hex:02100103>我相信你們會來的。
63,這聲音……！
64,難道是，卡夫基瓦！？
65,啊，這是我們第一次以這種姿態見面吧。<hex:02100103>沒錯，我就是卡夫基瓦！
66,圓滾滾的機械只是掩飾，<hex:02100103>真正的身份是，夏特納族的美女……！
67,不過，這樣說有點過了。<hex:02100103>抱歉，剛才那句話當我沒說。
68,媽媽，<hex:02100103>你在這裡，果然是……
69,是啊，我好幾次想說，<hex:02100103>但每次面對你，總是說不出口……
70,正如你所猜，我是永久人！<hex:02100103>很久以前，我不小心死了……
71,埃倫維爾……
72,哦，回到正題！<hex:02100103>你們是來阻止斯恩菲的吧？<hex:02100103>那麼，我有件事想請你們幫忙。
73,你知道阻止她的方法嗎！？
74,理論上是這樣……<hex:02100103>因為你們來了，這變得更有可能實現。
75,所以，為了阻止斯恩菲，<hex:02100103>首先請幫我實現一個願望。<hex:02100103>不管你們是否接受，先聽我說完，好嗎？
76,太好了，不愧是埃倫維爾的朋友！<hex:02100103>那麼，我們換個地方談。
77,前面有個警衛……你看到那個機械兵了嗎？<hex:02100103>我會稍微駭進它，<hex:02100103>讓你們也能使用滑索。
78,滑索……？
79,這是娛樂設施的移動手段！<hex:02100103>永久人在記憶之門內可以自由傳送，<hex:02100103>所以使用頻率不高。
80,用它到「運河鎮」去。<hex:02100103>……那麼，我先走一步！
81,呵呵，那有點強勢的感覺……果然是卡夫基瓦。<hex:02100103>我們走吧！
82,這樣就能移動到各個區域了。<hex:02100103>娛樂設施的移動手段，難道是……
83,卡夫基瓦的身影……不見了。<hex:02100103>她說永久人可以傳送，<hex:02100103>所以她沒用滑索。
84,……抱歉，我有點混亂。<hex:02100103>雖然她說自己已經死了，但看到她的樣子還是很難接受。
85,哈姆島那裡也有類似的東西吧？<hex:02100103>這個應該不會讓人暈，也不會害怕！
86,哦，你們是……<hex:02100103>嗶嗶，錯誤，錯誤……<hex:02100103>確認使用者註冊……
87,歡迎，歡迎！<hex:02100103>歡迎來到療癒的度假勝地，水之運河鎮，<hex:02100103>祝你旅途愉快！
88,真是個美麗的地方……
89,這些是斯恩菲保護的永久人。
90,……大家都在微笑。
91,那麼，你想請我們幫什麼忙？
92,我希望你們能消除我們這些永久人。
93,什麼？
94,消除永久人……？
95,……我們得先聽聽她的意圖。
96,…………
97,看來卡夫基瓦有她自己的想法……
98,別這麼沮喪嘛。
99,這種事，只有活著的你們才能做到，<hex:02100103>而且斯恩菲正在集中精力發動「連結世界的力量」，<hex:02100103>現在是唯一的機會。
100,確實，我對永久人的存在方式……<hex:02100103>尤其是犧牲他人的生命來維持，<hex:02100103>無法認同……
101,但和卡夫基瓦談過後，<hex:02100103>她看起來和活著的人沒什麼兩樣……<hex:02100103>要我們消除她們……我無法立即答應……
102,至少，告訴我們為什麼要急著消失的理由？
103,正如你所說的原因。<hex:02100103>我們這些永久人，沒有生命力的以太就無法存續……<hex:02100103>這種以太不同於環境以太，是「構成人命」的以太。
104,最初，這些生命力的以太，<hex:02100103>是從埃瓦基普內去世的人那裡獲取的，<hex:02100103>但隨著永久人的增加，當然會不足。
105,所以，他們試圖從其他地方獲取。<hex:02100103>現在構成我身體的以太，<hex:02100103>可能是特來約拉襲擊時的犧牲者的。
106,我不想這樣……<hex:02100103>我不想奪取別人的生命來存在。
107,我也許會有同樣的想法。<hex:02100103>但該怎麼做呢……
108,各個區域都有稱為「終端」的巨大裝置，<hex:02100103>我們永久人的記憶就保存在那裡。
109,關閉那些終端……<hex:02100103>那麼，連同保存的記憶，永久人也會消失。
110,但現在就這麼做有必要嗎？<hex:02100103>只要能阻止斯恩菲的入侵，<hex:02100103>就不必急著消失……
111,正因為是現在。
112,斯恩菲的「生前記憶」，<hex:02100103>保存在記憶之門中心的主終端。
113,（★未使用／削除予定★）
114,那裡防備嚴密……<hex:02100103>但計算結束瞬間產生的空隙，<hex:02100103>有很高的可能性可以通過黑客攻擊從內部瓦解。
115,在等待那個瞬間時，消除永久人。<hex:02100103>這樣，即使「連結世界的力量」啟動，<hex:02100103>也能減少從鏡像世界奪取的生命數量。
116,但斯恩菲會乖乖允許這麼做嗎……
117,現在，主終端正在為啟動「連結世界的力量」進行大量計算，<hex:02100103>並收集能量。<hex:02100103>即使她察覺到我們的行動，也不容易中斷處理。
118,如果她不打算中斷，<hex:02100103>在計劃受到致命干擾前，<hex:02100103>她會選擇連結世界。
119,對斯恩菲來說，這是痛苦的決定，<hex:02100103>但即使各地的終端被關閉，<hex:02100103>主終端保存的人們還是能被拯救……
120,卡夫基瓦的提議是合理的，<hex:02100103>既然我們決定阻止斯恩菲，<hex:02100103>也要做好斷絕永久人未來的準備……
121,不管看起來多像活人，永久人只是記憶的殘留。<hex:02100103>我的生命早已結束，<hex:02100103>你們不需要感到責任。
122,而且，如果停止主終端，<hex:02100103>所有永久人都會消失。
123,所以，還是趁現在消失比較好吧？<hex:02100103>鏡像世界的生命，<hex:02100103>也是某個人無可替代的生命。
124,要說什麼？
125,……明白了，我會尊重你的意願
126,也許還有其他解決方法
127,我不想消除你們
128,謝謝你……<hex:02100103>尊重我的意願。
129,沒有其他方法。<hex:02100103>我一直在找保存的資料，<hex:02100103>這系統真是麻煩。
130,哈哈，雖然你這麼想讓我很高興，<hex:02100103>但我不想錯過這個機會。<hex:02100103>拜託了……！
131,還有，這只是個人的願望，<hex:02100103>請不要責怪斯恩菲。<hex:02100103>她也不是自願成為永久人的。
132,開發永久人的那些保存者，<hex:02100103>利用早已去世的公主的記憶，<hex:02100103>造出了「保護人民的王」。
133,這種使命，她無法抗拒。
134,什麼？
135,說到底，現在的斯恩菲，<hex:02100103>只是保存者們打造出來的，方便的王。
136,他們利用了斯恩菲生前愛民的純粹心意，<hex:02100103>創造了「永遠不變的理想王」。<hex:02100103>並植入了保護永久人的絕對使命。
137,……但是，與她的<hex:024A14FF07E4BDBFE591BDFF0AE3818AE38282E3818403>相反，<hex:02100103>生活在記憶之門的永久人們，生命力不斷消耗。<hex:02100103>所以他們只能依賴「連結世界的力量」。
138,怎麼會這樣……！<hex:02100103>那麼，如果是原本的斯恩菲，<hex:02100103>可能不會選擇這條路嗎！？
139,這個問題，只有她本人才能回答。
140,重要的保存者們隱匿起來，<hex:02100103>她獨自背負著使命，走到了這一步……
141,正因如此，我希望你們不要責怪「永久人的斯恩菲」，<hex:02100103>而是阻止她……
142,我明白卡夫基瓦的想法了……
143,但是……在消除她們之前，我想更多地了解永久人。<hex:02100103>即使斯恩菲的使命是被植入的……<hex:02100103>我也想知道她拼命想留下的東西。
144,否定某人繼承的東西，<hex:02100103>必須在了解其本質後，做出決斷。<hex:02100103>……這是我在繼承儀式中學到的一點。
145,雖然時間有限，<hex:02100103>我知道要了解一切很難……<hex:02100103>但至少，讓我和永久人們談談，好嗎？
146,……果然是格魯賈賈的孩子。<hex:02100103>好吧，主終端的計算結束前還有時間，<hex:02100103>在前往終端的路上，應該沒問題。
147,是啊，即使無法記住一切，<hex:02100103>但可以了解遇到的人的心意……<hex:02100103>我也沒有異議。
148,那麼，我們暫時解散吧。<hex:02100103>在那座大鐘塔附近有個大噴泉，<hex:02100103>我們就在那裡集合吧。
149,那麼，我們去和永久人們談談吧。<hex:02100103>之後告訴大家遇到了什麼人！
150,……這裡真是個美麗的地方。<hex:02100103>既然來了，你也好好享受一下吧？
151,我期待能找到我的父母……<hex:02100103>但事情不會那麼順利。
152,這裡陳列的食品……不是真的吧……？<hex:02100103>永久人們好像在吃……
153,……我對你的決定沒有異議。<hex:02100103>正如母親所說，你不需要感到責任。
154,只是……我自己也很困惑，<hex:02100103>來到這裡還能笑出來，真是奇怪。
155,哦……你的祖先來自林德布魯姆國。<hex:02100103>亞歷山大里亞也接納難民啊。
156,感覺越來越有趣了。<hex:02100103>哪怕只是片刻，也能感受到和你們一起旅行的感覺。
157,哦，沒見過的面孔。<hex:02100103>是新成為永久人的人嗎？
158,不，我碰到了生前的老朋友，<hex:02100103>聊起來真是懷念！
159,雖然沒有時間的感覺，但<hex:02100103>我們已經在這裡聊了大概三天了。
160,對了，你聽到剛才的廣播了嗎？<hex:02100103>這裡的生活很幸福也很快樂……<hex:02100103>但斯恩菲真的打算永遠保護我們嗎？
161,……嗯，我們想也沒用。<hex:02100103>多虧你，我們的談話告一段落，<hex:02100103>接下來去坐貢多拉玩吧！
162,哦，你好。<hex:02100103>這裡的景色是我們夫妻最喜歡的。
163,說來慚愧，我和妻子生前吵架分手了。<hex:02100103>但在這裡重逢，和好了。
164,和愛人一起度過的平凡時光，<hex:02100103>竟然這麼幸福……
165,我們已經沒有遺憾了。<hex:02100103>無論斯恩菲的計劃成功與否，<hex:02100103>我們都沒有心願未了。
166,那麼，我們繼續約會。<hex:02100103>希望能再見到你。
167,你吃過這裡攤位的爆米花嗎？
168,什麼，沒吃過？<hex:02100103>那太可惜了……！
169,我是記憶之門的攤販迷，<hex:02100103>這裡的爆米花鹽味絕妙，永遠不會膩！<hex:02100103>一定要試試！
170,對了，攤販遍布各個區域，<hex:02100103>賣各種東西，慢慢逛逛吧。
171,除了這裡的爆米花，<hex:02100103>我最推薦的是火山庇護所限定的冰淇淋！
172,說著說著就想吃了……！<hex:02100103>我馬上去買！
173,歡迎光臨！<hex:02100103>慢慢看吧！
174,你也是被外面那位女士推薦來的嗎？<hex:02100103>說這裡的爆米花絕品。
175,我也是這樣來的。<hex:02100103>那個……他們也吃東西嗎？
176,啊，你們是<hex:02100103>第一次成為永久人嗎？
177,生命力的以太和記憶數據再現了味道。<hex:02100103>至少對你們永久人來說，味道應該很真實！
178,怎麼樣？<hex:02100103>既然來了，就試試爆米花吧！
179,……好，試試看。
180,就是這樣！<hex:02100103>用那邊空著的桌子吧！
181,記憶數據再現的味道。<hex:02100103>對我們這些不是永久人的人來說，會是什麼味道呢……
182,好……馬上開動！
183,吃了永久人用的爆米花。<hex:02100103>有口感，但……沒味道……
184,嗯，這是……！<hex:02100103>完全沒味道……
185,啊，不……很好吃！<hex:02100103>非常好吃！太好吃了！！
186,哈哈，這樣啊！<hex:02100103>那太好了，這是我們的招牌產品！
187,你覺得怎麼樣？
188,要說什麼？
189,太棒了！
190,鹽味絕妙……
191,難以形容的味道……
192,哈哈哈！<hex:02100103>第一次吃東西的反應，果然有趣！
193,……一樣啊。<hex:02100103>和在埃瓦基普的人沒什麼不同。
194,同樣的開朗，快樂……<hex:02100103>大家都在微笑。
195,嘿嘿，謝謝品嚐。<hex:02100103>隨時歡迎再來！
196,對了，剛才在水路附近看到一個年輕人。<hex:02100103>他好像在拼命找什麼，<hex:02100103>但在我開口前就跑走了。
197,<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>有看到嗎？
198,這樣啊……還是很在意。<hex:02100103>如果可以，能幫我一起找他嗎？
199,太好了……！<hex:02100103>那麼，先去我看到他的地方看看吧。
200,我在這條街上看到他……<hex:02100103>但現在好像不在附近。
201,他看起來很困擾，<hex:02100103>如果我們能幫忙解決他的問題就好了……
