key,1
#,
offset,4
int32,str
0,沙羅尼站的瓦里卡似乎在打起精神。
1,和瓦里卡對話。沙羅尼站附近的「指定地點」等待爆炸列車的改造完成。
2,等待爆炸列車完成。做好應對事態的準備。
3,成功用爆炸列車在敵人的基地打開了一個缺口。為了進入圓頂內部，攻略「外征前哨瓦里卡」。<hex:02100103><hex:02100103>※通過和進入點附近的同伴對話並選擇“編成小隊”，或選擇快捷指令裡的“劇情輔助器”，可以和非玩家同伴一同進入副本。※和玩家一同進入時請透過任務搜尋器參加。
4,成功通過敵人的基地。確認狀況。
5,進入圓頂內部。與在遺產發現的瓦里卡附近的「烏克拉瑪特」對話。
6,一行人對雅斯拉尼荒野的變貌感到困惑。仔細確認這裡發生了什麼……。
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,在指定地點等待
25,在指定地點等待
26,攻略「外征前哨瓦里卡」
27,攻略「外征前哨瓦里卡」
28,和瓦里卡附近的烏克拉瑪特對話
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,那麼，我們接下來要進行不眠不休的作業！<hex:02100103>抱歉，但請再稍微等一下，直到完成。
49,你也趁休息的時候，做好戰鬥準備。<hex:02100103>改造完成後，我們就會立即出發！
50,要等到爆炸列車的改造完成嗎？
51,要做什麼？
52,交談
53,編成小隊
54,取消
55,好了，讓我們大鬧一場吧！<hex:02100103>吸引佐拉賈的注意，保護特拉約拉！
56,呼……在這樣的前線，第一次擔任進攻敵地的任務。<hex:02100103>但我不會退縮……一定會戰鬥到底！
57,突破這裡就能進入圓頂內部了吧。<hex:02100103>我要親眼看看這裡到底發生了什麼！
58,這是堅固的隔壁……<hex:02100103>如果沒有爆炸列車，突破會很困難。<hex:02100103>但路已經打開……我們不能錯過這個機會！
59,我會躲起來直到安全為止。<hex:02100103>不用說……千萬不要做無謂的冒險。
60,接下來就交給你們了。<hex:02100103>我會趁這個機會回去……<hex:02100103>請務必保重性命！
61,現在禁止通行……但我了解情況。<hex:02100103>請多加小心！
62,要移動到「基地設施的突破口」嗎？
63,沒想到竟然讓你們侵入到這裡……<hex:02100103>這個失態只能用你們的命來償還。
64,來吧……！
65,雖然有一定的心理準備……<hex:02100103>但這裡，簡直像是另一個世界……
66,這裡是……<hex:02100103>到底發生了什麼……！
67,這裡是雅斯拉尼荒野……嗎……？
68,你們……
69,雖然看不清天花板，<hex:02100103>但這裡應該是圓頂內部吧……？
70,和外面的荒野環境差異太大了。<hex:02100103>就像是轉移到了鏡像世界……<hex:02100103>但沒有穿越次元壁的感覺……
71,可以與非玩家同伴的幻體一同攻略「外征前哨瓦里卡」了！<hex:02100103>透過任務情報的「親信戰友」即可發起挑戰。
