key,1
#,
offset,4
int32,str
0,福爾阿德小屋的佩謝卡似乎在歡迎冒險者的歸來。
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,和可露兒對話
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,接下來故事將大幅進展，<hex:02100103>將連續播放過場動畫。
49,由於需要一些時間，<hex:02100103>建議確保有足夠的遊戲時間後再接受任務。
50,歡迎回來。<hex:02100103>您是未來的王烏克拉瑪特大人的朋友吧。
51,能夠為像您這樣偉大的人物提供服務，<hex:02100103>是我們旅館的榮幸。<hex:02100103>今後請隨意使用。
52,經過這麼長的旅程，您一定很疲憊吧。<hex:02100103>房間已經準備好了，請慢慢休息。
53,片刻之後——
54,看來你對這位稀客感到驚訝……。
55,我可以進來嗎？
56,有件事忘了告訴你。
57,拉馬奇能夠順利完成旅程，<hex:02100103>多虧了大家的幫助……特別是你的協助。
58,作為兄長，我深表感謝。
59,要說什麼？
60,科納也成長了
61,是因為烏克拉瑪特的努力
62,此外，我還帶來了拉馬奇給你的口信。<hex:02100103>繼承儀式結束後，她將成為這個國家的王……
63,她希望你能在她的新政權中擔任要職……。
64,雖然我有些嫉妒……。
65,這是突然的消息，驚訝也是正常的。<hex:02100103>她打算在繼承儀式後正式向你提出請求，<hex:02100103>到時候再給答覆也不遲。
66,是與拉馬奇一起守護這個國家……<hex:02100103>還是再次踏上新的旅程……<hex:02100103>選擇權在你手中。
67,口信就到此為止。<hex:02100103>我確實傳達了。
68,這是我個人的願望……<hex:02100103>希望你能繼續支持她。
69,這次的旅程對拉馬奇來說是特別的經歷。<hex:02100103>作為兄長，我有些不甘心……。
70,（★未使用／削除予定★）
71,（★未使用／削除予定★）
72,（★未使用／削除予定★）
73,（★未使用／削除予定★）
74,（★未使用／削除予定★）
75,（★未使用／削除予定★）
76,（★未使用／削除予定★）
77,（★未使用／削除予定★）
78,真是的，那傢伙……。<hex:02100103>總是自己決定重要的事情，不和周圍人商量……。
79,不過，為了特拉約拉的人民全力以赴……<hex:02100103>這就是烏克拉瑪特。
80,前任連王已經去世，真是遺憾。<hex:02100103>但為了下一任王設下繼承儀式的鋪墊，<hex:02100103>不愧是「理」之王。
81,觀看繼承儀式的特拉約拉人民，<hex:02100103>在慶祝新連王誕生的同時回家了。<hex:02100103>雖然有些令人難過的報告，但這是一場無可挑剔的繼承儀式。
82,烏克拉瑪特非常出色。
83,沒想到在繼承儀式上，會指名科納王子為理王，<hex:02100103>這讓我有些驚訝……。
84,我相信那對兄妹，<hex:02100103>他們會互相支持，建立一個美好的國家。
