key,1
#,
offset,4
int32,str
0,9-14居住殼的斯恩菲似乎想繼續帶路。
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,和斯恩菲對話
25,再次和斯恩菲對話
26,和烏克拉瑪特對話
27,再次和烏克拉瑪特對話
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,……原來還有這樣的問題。
49,好了，換個心情……<hex:02100103>我來帶你們去下一個地方！
50,嘿，不用勉強帶我們參觀吧？<hex:02100103>還有其他人在等你吧？
51,不，不用擔心……！<hex:02100103>這是我自己想做的事！
52,接下來我們要去這座城市北部的重要設施，解決方案九。<hex:02100103>首先回到雷諾德九……也就是有以太之光的廣場！
53,呃……終於要用那個裝置了嗎！？
54,你們兩個，前往解決方案九的時候，<hex:02100103>要使用那邊的傳送裝置。
55,地板上的箭頭圖案指示了目的地。<hex:02100103>對岸有專門的著陸裝置，<hex:02100103>可以瞬間移動過去。
56,不會掉下去吧……？
57,誰知道呢？<hex:02100103>烏克拉瑪特……你怕了嗎？
58,怎麼可能！<hex:02100103>走吧，<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>！
59,我，我沒問題……！<hex:02100103>一旦上去了就沒什麼好怕的！
60,這裡是解決方案九的核心設施，<hex:02100103>解決方案。
61,它負責處理大家生活中的各種手續……<hex:02100103>比如生活支援和工作介紹。
62,……不過，比起解釋，還是看一下比較快。<hex:02100103>我們進去看看吧。
63,斯恩菲剛才想說什麼呢。<hex:02100103>……算了，下次見面再問吧！
64,那麼，該和埃倫維爾他們會合了。<hex:02100103>嗯……要去約定的地方……
65,先回到雷諾德九吧！
66,不過，斯恩菲這傢伙，<hex:02100103>真的很為國民著想。<hex:02100103>這點我真心佩服……
67,而且多虧了她的介紹，<hex:02100103>我對這個國家和這裡生活的人們，<hex:02100103>有了更深的了解。
68,也謝謝你陪我一起！
