key,1
#,
offset,4
int32,str
0,瓦里卡附近的埃倫維爾呆呆地看著故鄉。
1,為了掌握狀況，需要情報。與在遺產發現的瓦里卡附近的「阿莉塞」對話。
2,和阿莉塞對話。與在遺產發現的雅斯拉尼站附近的「烏克拉瑪特」對話。
3,和烏克拉瑪特對話。與同伴們分頭行動，在雅斯拉尼站收集情報。
4,收集了情報。與雅斯拉尼站的「烏克拉瑪特」對話。
5,與同伴們分享了情報。與雅斯拉尼站附近的「格魯賈賈」對話。
6,與格魯賈賈談論避雷針。靠近避雷針，然後再次與雅斯拉尼站附近的「格魯賈賈」對話。
7,與格魯賈賈談論未知的技術。與在遺產發現的特夏帕尼廢村的「埃倫維爾」對話。
8,當埃倫維爾他們正在調查時，一位自稱斯菲恩的女性出現了。與特夏帕尼廢村的「阿莉塞」對話。
9,阿莉塞似乎對斯菲恩保持警戒。需要慎重判斷她是否值得信任。
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,和阿莉塞對話
25,和烏克拉瑪特對話
26,在雅斯拉尼站收集情報
27,和烏克拉瑪特對話
28,和格魯賈賈對話
29,再次和格魯賈賈對話
30,和埃倫維爾對話
31,和阿莉塞對話32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,這裡是雅斯拉尼荒野……嗎……？
49,和外面的荒野環境差異太大了。<hex:02100103>就像是轉移到了鏡像世界……<hex:02100103>但沒有穿越次元壁的感覺……
50,雖然看不清天花板，<hex:02100103>但這裡應該是圓頂內部吧……？
51,可惡，完全搞不懂……！
52,到底發生了什麼……。
53,……姑且問一下，<hex:02100103>那座塔，是雅斯拉尼荒野原本就有的嗎？
54,不，那種東西從未存在過。<hex:02100103>不僅是塔，那堵牆也是……
55,那種材料，明顯不是特拉爾大陸的……<hex:02100103>反而更像是在天深之塞諾特看到的遺跡，<hex:02100103>或者那些機械士兵……
56,但是，在圓頂出現後的短時間內，<hex:02100103>不可能建造出那麼巨大的建築物。
57,如果是這樣的話，我們是不是從原本有塔的某個地方，<hex:02100103>被轉移過來了……？<hex:02100103>或者……
58,……不，光是猜測也沒用。<hex:02100103>無論如何，還是需要更多的情報。
59,沒錯。<hex:02100103>總之，小心前進，探索更深處吧……！
60,雖然在圓頂內，但這種天氣……<hex:02100103>雷屬性的力量太濃厚了……
61,周圍的地形看起來很熟悉。<hex:02100103>確實和雅斯拉尼荒野一樣……
62,到目前為止，還沒遇到任何居民……
63,果然，有些「不自然」……
64,那座山丘上的建築……是車站嗎……？<hex:02100103>有鐵軌延伸過去……
65,……雅斯拉尼站！<hex:02100103>應該是第一班列車停靠，乘客下車的地方！
66,去看看吧！<hex:02100103>也許會有人在那裡！
67,這個以太之光……<hex:02100103>看起來像是特拉約拉設置的……
68,已經腐朽了……<hex:02100103>就像被放置了幾十年一樣……
69,一邊是從未見過的巨大建築物，<hex:02100103>一邊是熟悉的鐵道車站……
70,是青磷機關車用的給水塔，對吧……？
71,嘿……看看入口的招牌。<hex:02100103>應該是雅斯拉尼站的……
72,為什麼這麼破舊？
73,什麼都搞不清楚……<hex:02100103>暫時只能分頭調查了……<hex:02100103>有什麼發現的話告訴我。
74,這傢伙……動不了……
75,這是用來改變列車行進方向的轉車台。<hex:02100103>已經生鏽了，似乎動不了……
76,鋪設的鐵軌已經生鏽。<hex:02100103>似乎很久沒有維護了……
77,房屋已經腐朽。<hex:02100103>看來居民離開已經很久了。
78,嘿，<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>……。<hex:02100103>能幫我看看這個嗎？
79,找到了襲擊特拉約拉的機械士兵。<hex:02100103>它似乎壞了，沒有動靜……
80,既然有佐拉賈率領的機械在這裡，<hex:02100103>那麼這個地方肯定受到了他的影響。<hex:02100103>雖然看起來不像是車站……
81,大家有什麼發現的話告訴我。
82,轉車台和鐵軌……<hex:02100103>這裡應該是和沙羅尼站相連的，<hex:02100103>XTRR公司的雅斯拉尼站，對吧……？
83,至少，這裡確實是雅斯拉尼荒野……<hex:02100103>但正如<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>所說，<hex:02100103>這裡的建築都已經腐朽。
84,明明是剛開通一年的車站，<hex:02100103>卻像是被放置了幾十年一樣……
85,也就是說，這裡確實是雅斯拉尼荒野……<hex:02100103>但新建的車站已經腐朽，巨大的塔也矗立起來，<hex:02100103>時間錯位了？
86,時間……錯位……這種事可能嗎……？
87,我們之前也經歷過時間錯位。<hex:02100103>那是在我們前往「鏡像世界」的時候。
88,雖然難以置信，但這個世界並非唯一……<hex:02100103>就像鏡子一樣，有相似但不同的世界存在，<hex:02100103>我們稱之為鏡像世界。
89,隔開世界的「次元狹間」，是時間和空間的狹間……<hex:02100103>時間的流動也不穩定，<hex:02100103>數十年的錯位是很容易發生的。
90,但是，這裡是雅斯拉尼荒野，不是異界。<hex:02100103>也就是說，我們並沒有經過次元狹間，<hex:02100103>所以時間錯位的可能性很低……
91,這……這是什麼……完全搞不懂……！
92,總之，還是需要更多的調查……<hex:02100103>如果是這樣的話……
93,埃倫維爾，<hex:02100103>你的故鄉應該就在前面吧？
94,嘿，埃倫維爾……！
95,啊……！
96,……啊，對。<hex:02100103>我的故鄉在這裡往西北方向的小村莊……
97,……好吧，我們一起去看看。<hex:02100103>光是討論也沒用。
98,(-？？？？-)嘰嘰……嘰……<hex:02100103>有什麼需要幫忙的嗎？
99,哇！？<hex:02100103>這是什麼……突然說話了！
100,嗯……看起來不會襲擊我們。<hex:02100103>雖然外表像機械士兵，但禮貌得奇怪……<hex:02100103>像是魔法人偶……
101,嘿，你能說話嗎？<hex:02100103>這裡是哪裡？
102,(-機械人偶-)嘰嘰……無法掃描國民ID。<hex:02100103>請立即出示國民ID。
103,(-機械人偶-)無法掃描國民ID。<hex:02100103>請立即……請立即……嘰嘰……
104,這是什麼……果然壞了嗎……？
105,這真是……太詭異了……<hex:02100103>趕快去埃倫維爾的故鄉吧……<hex:02100103>是往西北方向吧！？
106,……嗯？<hex:02100103>那是……避雷針嗎？
107,嘿，能陪我去看看嗎？<hex:02100103>也許能發現什麼。
108,果然……<hex:02100103>看看那邊的棒狀結構物，<hex:02100103>雷電正擊中它。
109,那應該是避雷針。<hex:02100103>看起來是故意引雷的。
110,……再靠近一點確認一下。
111,這種材質……<hex:02100103>應該和那些機械士兵，<hex:02100103>以及飛空戰艦使用的材料一樣……
112,仔細看，有細小的紋樣。<hex:02100103>這不像是裝飾，更像是……<hex:02100103>像魔法陣一樣的功能性設計。
113,這應該是從雷電中收集能量的裝置。<hex:02100103>無論是誰造的，技術都相當高超。
114,……這裡得到的情報，我會適時分享給雅修特拉。<hex:02100103>如果圓頂內的以太之光還能運作，<hex:02100103>通訊貝應該也能連接。
115,謝謝你陪我調查。<hex:02100103>不能讓大家等太久，我們去埃倫維爾說的那個村莊吧。
116,這是……怎麼回事……？
117,這裡是埃倫維爾的故鄉……
118,埃倫維爾……
119,……小心前進。
120,沒有人影……
121,我知道你應該明白……<hex:02100103>不要輕易相信她。
122,突然出現，自稱理王的存在……<hex:02100103>這未免太過巧合了。
