key,1
#,
offset,4
int32,str
0,真視者的烏克拉瑪特似乎想為居民盡可能地做些什麼。
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,照顧居民
25,和後房的烏克拉瑪特對話
26,和格魯賈對話
27,和烏克拉瑪特對話
28,和卡夫基瓦對話
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,奧蒂斯，謝謝你……。<hex:02100103>希望你能在生前的遺憾中得到解脫。
49,難以置信……竟然對自己的國民下手……
50,聽說特來約拉那邊沒事，但為什麼會這樣……<hex:02100103>詳細情況待會再告訴我。
51,……在這個圓頂內生活的人們，<hex:02100103>一直靠調節器來保護自己免於死亡的恐懼。
52,靈魂資源作為生命的備份，<hex:02100103>甚至連死者的記憶都被抹去，遠離了離別的悲傷。<hex:02100103>……死亡的意義也變得模糊了。
53,但現在，他們被反覆殺害直到靈魂資源耗盡……<hex:02100103>即使活下來，也一定感受到了死亡的恐懼。
54,……這種時候，王的鼓勵是必須的，<hex:02100103>斯恩菲去哪了？
55,不知道……但他看起來非常緊張。<hex:02100103>除了解決方案九號，還有其他地方，<hex:02100103>他可能在各處確認情況，也許……
56,無論如何，他一個人是應付不來的。<hex:02100103>這個國家有很多特來約拉出身的人，<hex:02100103>更重要的是，無辜的人們受到了傷害……我們不能坐視不管。
57,當特來約拉被襲擊時，大家都來幫忙，<hex:02100103>這次輪到我盡力而為了！
58,如果可以的話，請幫幫我……！<hex:02100103>把傷者的搬運和安全確保交給遺忘者，<hex:02100103>我們來照顧那些驚慌的居民！
59,當然！<hex:02100103>那麼，拉馬奇和<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>負責「真視者」，<hex:02100103>其他人負責其他地方！
60,好……！<hex:02100103>結束後在後房集合！
61,啊……人……人的溫暖……。<hex:02100103>我還活著，對吧……
62,啊……真的謝謝你。<hex:02100103>冷靜下來後，覺得委屈得想哭……
63,這麼不合理的事……<hex:02100103>佐拉賈王有什麼權利，<hex:02100103>奪走我們的日常生活……
64,不要隨便把我們捲入爭鬥……<hex:02100103>還給我們……和平……
65,不要隨便把我們捲入爭鬥……<hex:02100103>還給我們……和平……
66,好可怕……這是我第一次這麼害怕……<hex:02100103>雖然曾經因事故喪命，<hex:02100103>但這根本無法相比……
67,被殺死又復活，再被殺死又復活……<hex:02100103>這一切都是佐拉賈王的命令嗎……？
68,他突然來到這裡成為王，<hex:02100103>宣稱要擴大領土，增加機械兵的生產……<hex:02100103>竟然把這些機械兵用在人民身上……
69,可惡，什麼武王！<hex:02100103>誰來收拾他……
70,可惡，什麼武王！<hex:02100103>誰來收拾他……
71,謝謝……你救了我。
72,……你和斯恩菲大人一起戰鬥過吧。<hex:02100103>那些傳聞是真的嗎……
73,斯恩菲大人活了幾百年，不是人類……<hex:02100103>真正的身體在雲端，或在其他地方，<hex:02100103>用特殊的力量顯現出來。
74,……我一直覺得奇怪，<hex:02100103>為什麼這裡的人不揭穿她的真面目，<hex:02100103>現在我大概明白了。
75,她那麼拼命地保護我們……<hex:02100103>這就足以證明她有王的資質。<hex:02100103>真面目根本不重要……
76,她那麼拼命地保護我們……<hex:02100103>這就足以證明她有王的資質。<hex:02100103>真面目根本不重要……
77,解決方案九號那邊，大致上救援已經結束了。<hex:02100103>現在正在派人到其他層去。
78,……………。
79,（★未使用／削除予定★）
80,大致上，照顧工作已經結束了。<hex:02100103>阿莉塞他們還沒回來……
81,我很擔心格魯賈。
82,他一直那樣，悶悶不樂。<hex:02100103>這也是無可奈何的事……
83,……我打算把真相告訴格魯賈。<hex:02100103>那孩子很聰明……即使我們隱瞞佐拉賈的事，<hex:02100103>他也一定會很快察覺。
84,如果他知道只有自己沒聽到真相，<hex:02100103>會更加受傷。<hex:02100103>所以我們現在必須告訴他。
85,……明白了。<hex:02100103>我們要告訴他，我們都在他身邊。
86,讓那麼小的孩子承受這些……<hex:02100103>真是讓人心痛……
87,全部告訴他吧。<hex:02100103>發生了什麼，接下來打算怎麼做……
88,格魯賈……你一直在忍耐吧……<hex:02100103>還有，烏克拉瑪特也是……
89,謝謝你……<hex:02100103>還有……雖然你叫我不要來……<hex:02100103>但我還是擅自行動了……對不起……
90,我真的想阻止父親……<hex:02100103>而且，我想了解父親……<hex:02100103>或許能夠喜歡上他……
91,……格魯賈，休息一下吧。<hex:02100103>你一定很累了。
92,嗯，可能是因為哭了很多……<hex:02100103>有點想睡了。
93,那麼，去後面的房間休息吧。<hex:02100103>烏克拉瑪特，你能帶他去嗎？
94,好的，讓他用那個房間。<hex:02100103>謝謝你！
95,讓孩子承受這種痛苦……<hex:02100103>即使是棄子，父親的身份也不會改變……<hex:02100103>我越來越不能原諒佐拉賈了。
96,你也辛苦了。<hex:02100103>真的謝謝你……
97,在大家回來之前，稍微休息一下吧。<hex:02100103>很快，我們就要解決很多事情……
98,準備決戰……<hex:02100103>或者在後房休息……
99,什麼，有雜音？<hex:02100103>……還是有問題嗎？
100,嗯……<hex:02100103>這是老機器，可能出了故障。
101,不過，等大家到齊後就馬上開作戰會議！<hex:02100103>如果需要休息，請休息一下再回來。
