key,1
#,
offset,4
int32,str
0,朋友的燈火的科納，似乎在等待桑克瑞德的聯絡。
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,和烏克拉瑪特對話
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,差不多該有桑克瑞德的消息了吧……
49,是嗎，拉瑪奇的下落……！
50,感謝，我們這邊也會馬上趕過去。<hex:02100103>那麼……
51,說曹操，桑克瑞德來消息了。<hex:02100103>他追蹤那個弗比戈族的船，<hex:02100103>發現了被囚禁的拉瑪奇……
52,果然，是巴庫賈賈一夥幹的。<hex:02100103>他們竟敢對我妹妹下手，必定讓他們後悔。
53,他們藏身的地方是<hex:02100103>伊夫伊卡．圖姆中流域的黃葉礦洞……<hex:02100103>馬具修好後，我們立刻出發！
54,拉瑪奇，妳沒事真是太好了。
55,謝謝你，哥哥。
56,還有大家……！
57,沒想到他們會用這麼強硬的手段……
58,因為我大意，<hex:02100103>重要的秘石被奪走了……！
59,那是方讓特恩冒著生命危險帶來的……<hex:02100103>但我卻辜負了他的心意！
60,要說什麼？
61,還沒結束！
62,被奪走的就奪回來
63,不會原諒巴庫賈賈……
64,……沒錯。<hex:02100103>你說得對，還沒結束！
65,哈……沒錯。<hex:02100103>你說得對！
66,是啊，你說得對！
67,巴庫賈賈……<hex:02100103>下次見到他，一定要打倒他，奪回秘石！！
68,說起來，巴庫賈賈那傢伙，<hex:02100103>看到我們時說了什麼布內瓦的跟班之類的話。
69,……應該是指薩雷加。<hex:02100103>參加繼承儀式的布內瓦族中，<hex:02100103>只有他是跟隨著哥哥的……
70,這次的事……如果哥哥也牽涉其中，<hex:02100103>我絕不會原諒他。
71,把妹妹置於危險之中，作為哥哥簡直不可原諒！<hex:02100103>不配當哥哥，失格……怎麼罵都不夠！
72,總之……<hex:02100103>巴庫賈賈的事也好，<hex:02100103>綁架拉瑪奇的盜賊們的處置也要考慮。
73,我會請求父親派遣特拉爾勇連隊，<hex:02100103>加強這一帶的警備。
74,在其他人被襲擊之前，先處理這些問題是對的。
75,只是，為什麼他們會成為盜賊……<hex:02100103>如果知道原因，或許能找到不讓他們作惡的方法……
76,……那麼，我們回去繼承儀式吧。<hex:02100103>大家，謝謝你們的協助。
77,那麼，我們也該繼續前進了，<hex:02100103>你的身體還好嗎？
78,我沒事！<hex:02100103>佐拉賈哥哥應該已經走在前面了，<hex:02100103>我們得趕上去！
79,科納王子，雖然看起來冷靜理智……<hex:02100103>但一涉及烏克拉瑪特的事就變得情緒化。<hex:02100103>看來他真的是個疼愛妹妹的好哥哥。
80,以前的烏克拉瑪特，如果秘石被奪走，<hex:02100103>一定會沮喪到不行。
81,但和你們一起旅行後，她似乎慢慢改變了。
82,為了找到黃金鄉，我們需要收集剩下的秘石，<hex:02100103>並奪回被巴庫賈賈搶走的「壺的秘石」。<hex:02100103>不過，對手是巴庫賈賈，這可不容易。
83,雙頭真是奇妙。<hex:02100103>哥哥那麼激動，<hex:02100103>但弟弟一句話就讓他冷靜下來……
84,雖然聽說連王格魯賈賈有兩個人格，<hex:02100103>但親眼看到還是覺得很神奇。
85,再次向大家道歉。<hex:02100103>作為委託人，我竟然被輕易綁走……<hex:02100103>這樣的錯誤不會再犯了。
86,還有，謝謝你們來救我……真的感謝！
