key,1
#,
offset,4
int32,str
0,沙巴布切附近的烏克拉瑪特似乎想挑戰下一個試煉。
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,和烏克拉瑪特談話並讓她同行
25,帶著烏克拉瑪特去找羅佩里談話
26,尋找方讓特恩
27,和烏克拉瑪特對話
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,雖然知道不是來觀光的，<hex:02100103>但我很期待在下一個試煉中會遇到什麼樣的文化。
49,總之，希望我們能以這個勢頭通過<hex:02100103>下一個試煉。
50,這是為了決定連王繼承者的旅程，<hex:02100103>最終我們會直接與其他繼承候選者對抗……
51,真沒想到我會和這麼多人一起旅行。<hex:02100103>「那個人」知道了會怎麼說呢……
52,我們通過了哈努哈努族的「葦之試煉」和<hex:02100103>佩爾佩爾族的「金之試煉」，得到了兩塊秘石。<hex:02100103>這表示我們的進展是正確的吧？
53,是啊，其他連王的挑挑選者們也應該在<hex:02100103>連王格魯賈賈曾經走過的旅程……<hex:02100103>特拉伊奧拉史詩的舞台上等待著我們。
54,那麼，我們去史詩中提到的<hex:02100103>約卡菲族的聚落吧！<hex:02100103>如果他們真的在尋找黃金鄉，也許知道些什麼！
55,要去他們的聚落——奧爾科．帕查的高地，<hex:02100103>為了避開斷崖，我們需要從科扎馬爾．卡繞道而行。
56,而且既然要經過科扎馬爾．卡，<hex:02100103>我們也應該順路拜訪那裡的莫布林族聚落。
57,那裡也是史詩的舞台之一……<hex:02100103>如果要找到黃金鄉並收集秘石，<hex:02100103>遲早要去那裡。
58,哦，莫布林族的聚落啊……<hex:02100103>好，那我們馬上出發去科扎馬爾．卡吧！
59,但是，現在還不能馬上出發……
60,通往莫布林族聚落的「無翼姊弟大階梯」<hex:02100103>因為之前的大風暴損壞了。
61,那我們該怎麼辦？
62,有其他方法，但需要時間準備。<hex:02100103>在此期間，你們可以在旅館休息或在城裡逛逛，<hex:02100103>消磨時間。
63,先問清楚，如果能去莫布林族的聚落，<hex:02100103>手段不重要吧？
64,哼！<hex:02100103>別小看特拉伊奧拉的公主！
65,……那麼，移動方法的安排就交給我吧。<hex:02100103>作為向導，這點小事還是能辦到的。
66,那麼在埃倫維爾準備好之前，<hex:02100103>各自自由行動吧。
67,那我去保養一下斧頭。<hex:02100103>上次對付巴庫賈賈時，斧刃有些損壞了。
68,說起來，<hex:02100103>我還沒介紹「瓦丘梅基梅基萬貨街」的領袖羅佩里。<hex:02100103>正好，一起去吧？
69,馬上就去！
70,「瓦丘梅基梅基萬貨街」在貝賽德．貝維的東邊！<hex:02100103>我來介紹一下那裡的領袖「羅佩里」！
71,烏克拉瑪特開始「同行」。<hex:02100103>要進行任務，必須在同行者靠近的狀態下完成目標。
72,「同行」會在移動到其他區域或<hex:02100103>選擇「解除同行狀態」時解除。
73,解除後，<hex:02100103>可以通過與原地的同行者對話再次「同行」。
74,要做什麼？
75,交談
76,<hex:024804F2022403>關於「塔可斯的奇奇」<hex:0248020103>
77,解除同行狀態
78,取消
79,接下來要去的瓦丘梅基梅基萬貨街，<hex:02100103>正是特拉伊奧拉的縮影。
80,這裡是「塔可斯的奇奇」店。<hex:02100103>奇奇是店主奇索賈的暱稱。
81,在特拉伊奧拉，如果想吃美味的塔可斯，<hex:02100103>這裡和沙巴布切一樣受歡迎。
82,別這麼說，公主殿下總是去布魯克布那裡吃！<hex:02100103>偶爾也來我們這裡吃塔可斯吧！
83,嘿嘿，抱歉抱歉！<hex:02100103>繼承儀式結束後，我一定會來買的！
84,解除同行狀態。確定嗎？
85,肚子痛了嗎？<hex:02100103>那麼，我會在沙巴布切那邊等你！
86,已經好了嗎？<hex:02100103>那麼我們去找羅佩里吧！
87,抱歉，現在有點忙。<hex:02100103>你有事的話稍後再來吧？
88,為了介紹羅佩里，<hex:02100103>讓烏克拉瑪特同行。
89,同行者還沒到。<hex:02100103>去接她一起聽吧。
90,哦，烏克拉瑪特公主。<hex:02100103>來我們「瓦丘梅基梅基萬貨街」有什麼事嗎？
91,嘿，羅佩里！<hex:02100103>今天來找你修斧頭！
92,哎呀……這斧頭損壞得很嚴重啊，<hex:02100103>像是砍過岩石一樣。
93,嗯，差不多吧。<hex:02100103>能修好嗎？
94,在這個聚集了特拉爾大陸最頂尖工匠的萬貨街，<hex:02100103>這點修理不成問題。<hex:02100103>稍等一下，我會修好的，恢復如初。
95,太好了！<hex:02100103>那就拜託你了！
96,對了，這位是？
97,哦，<hex:02100103>這是我從外國帶來的冒險者。
98,以後可能會來萬貨街，<hex:02100103>所以想介紹一下！
99,嗨嗨。<hex:02100103>我是這裡的領袖羅佩里。<hex:02100103>冒險者，請多指教。
100,那邊的你！<hex:02100103>別躲在那裡偷看了，<hex:02100103>出來吧！
101,那個人，好像在哪裡見過……
102,是在來特拉伊奧拉的船上遇到的那個珠寶匠……？
103,對，我也和他聊過！<hex:02100103>好像叫方讓特恩……
104,能告訴我你在做什麼嗎？<hex:02100103>你一直在暗處窺視我們，卻不說話。<hex:02100103>如果有事找我，請直說。
105,我……那個……
106,他怎麼了？
107,有點擔心他……<hex:02100103>我們去找他聊聊吧。<hex:02100103>找到後用通訊貝通知我。
108,剛才窺視我們的那個人，<hex:02100103>好像跑向沙巴布切了。
109,啊，你是剛才和羅佩里談話的人……<hex:02100103>對了，我們在船上也見過……
110,找到方讓特恩了嗎？<hex:02100103>好，我馬上過去！
111,找到你了。在這裡做什麼？<hex:02100103>不是有事找羅佩里嗎？
112,別問了！<hex:02100103>反正像我這樣的人，哪裡都沒有容身之處！
113,什麼意思？
114,我說了別問了！！
115,不，還是要問。<hex:02100103>你這樣的表情，我怎麼能不管呢。
116,你真是個好人。<hex:02100103>那麼，我就說一點……
117,在來特拉伊奧拉之前，我在烏爾達哈最有名的珠寶店「艾修特姆」當專屬珠寶匠！<hex:02100103>一開始很順利，但漸漸地工作變得不順利！
118,原因嗎？很明顯，我知道！<hex:02100103>因為我總是和周圍優秀的工匠比較，失去了自信！<hex:02100103>即使強裝自己也很厲害，但很快就露餡了！
119,於是我決定重新開始，來到新天地尋找工作，<hex:02100103>但還是沒有自信，連話都不敢說！<hex:02100103>這讓我對自己感到很失望！
120,哦……你告訴了我所有的事情……
121,你是不是想找人傾訴？<hex:02100103>如果可以，我願意聽你說。
122,那麼……你有過因為和優秀的人比較而失去自信的時候嗎？
123,和優秀的人比較……
124,不，怎麼可能！<hex:02100103>我是特拉伊奧拉的公主，烏克拉瑪特！
125,是啊……<hex:02100103>我是特拉伊奧拉的公主……
126,抱歉！<hex:02100103>沒想到你是這個國家的公主……
127,那麼，你呢？<hex:02100103>有過因為和別人比較而失去自信的時候嗎？
128,要說什麼？
129,和別人比較是沒意義的！
130,有時也會這樣
131,不和別人比較是不可能的。<hex:02100103>如果不能展示出優秀的技藝，就會失去工作！<hex:02100103>那樣的話，成為珠寶匠的意義就……
132,連公主的同伴也有和我一樣的想法嗎？<hex:02100103>這樣一來，我更沒有信心能好好生活下去了。<hex:02100103>這樣的話，成為珠寶匠的意義就……
133,說起來，我是受父親的影響才成為珠寶匠的。<hex:02100103>他總是製作美麗的作品，讓顧客露出笑容，<hex:02100103>我非常尊敬他。
134,為了成為像父親那樣偉大的珠寶匠，<hex:02100103>我不斷磨練技藝，但不知不覺中，這成了我的唯一目標……
135,我真正想成為的「自己」，是<hex:02100103>像父親那樣讓人露出笑容的工匠……
136,我……決定再努力一次。<hex:02100103>為此，我要和羅佩里談談。<hex:02100103>謝謝你們兩位！
137,「真正的自己」嗎……
138,…………
139,啊，抱歉抱歉！<hex:02100103>剛才在想事情。
140,總之，方讓特恩能重新振作真是太好了。
