key,1
#,
offset,4
int32,str
0,星覺園庭的科納似乎想要去採購香蕉葉。
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,和舒巴拉爾族的廚師對話
25,和科納對話
26,和烏克拉瑪特對話
27,和烏克布對話
28,和烏克拉瑪特對話
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,沙布魯克．皮比爾，到底是什麼味道呢……<hex:02100103>希望好吃……
49,那麼，馬上去採購香蕉葉吧。
50,確實如于里昂熱所說，<hex:02100103>舒巴拉爾族的廚師使用了香蕉葉。<hex:02100103>我們去問問能不能讓我們一些吧。
51,這就是于里昂熱提到的那位廚師！
52,確實有在地中蒸烤的痕跡。
53,哎？找我有事？
54,原來你們在找香蕉葉啊。
55,但是，我手上的香蕉葉已經全部用於烹飪了。<hex:02100103>如果你們真的需要，只能去下層森林找了。
56,我們使用的香蕉葉，是在下層森林的戈爾馬吉卡蜜園改良過的品種，<hex:02100103>比野生種的葉子更厚，更適合使用。
57,是這樣啊……<hex:02100103>雖然從時間效率上來看不太理想，<hex:02100103>但看來我們只能去雅提卡央森林了……
58,(-？？？？-)那是不可能的。
59,現在，通往雅提卡央森林的蒂恩貝克洞道，<hex:02100103>因為土石流被堵住了。<hex:02100103>前幾天的大風暴讓土壤變得鬆動。
60,什麼！？<hex:02100103>那麼我們就無法採購到香蕉葉了嗎！
61,弗姆魯克大人知道土石流的情況，<hex:02100103>卻沒有中止試煉或更換題材，<hex:02100103>這意味著還有其他獲取香蕉葉的方法吧？
62,這個嘛，誰知道呢……
63,我有關於「食之試煉」的事情忘了告訴你們。<hex:02100103>剛才聽到你們的對話，<hex:02100103>所以忍不住插了一句。
64,你忘了告訴我們什麼？
65,完成的沙布魯克．皮比爾將由王位繼承者品嚐。<hex:02100103>請避免因為吃得太飽而無法參加試煉的情況。
66,哼，我本來就打算這麼做！
67,但是，我們該怎麼找到香蕉葉呢？
68,到目前為止的試煉，一直都是為了了解這個地區的風土和文化。<hex:02100103>這次應該也不例外。
69,如果了解沙布魯克．皮比爾本身，<hex:02100103>也許能找到一些線索。
70,原來如此……雖然我們知道了調理方法和材料，<hex:02100103>但不知道是誰創造了這道料理，以及它是如何誕生的。
71,那麼，我們應該了解這片土地上發生的戰爭。
72,是舒巴拉爾族和瑪姆加族之間的戰爭嗎？
73,兩族之間的戰爭持續了幾百年。<hex:02100103>這片森林至今仍留有戰爭的痕跡。
74,那麼激烈的戰爭，最終是如何結束的……<hex:02100103>如果能了解這一點，也許就能了解沙布魯克．皮比爾。
75,戰爭和食物之間，怎麼會有關聯呢……？
76,為了揭開這個謎團，我們應該先調查戰爭的歷史。<hex:02100103>雖然這樣做有些繞遠路，<hex:02100103>但考慮到試煉的目的，這應該是正確的方向。
77,那麼，去東邊的「伊約恩阿索的家園」看看吧。<hex:02100103>那是當時戰爭中滅亡的廢村之一，<hex:02100103>也許能找到一些線索。
78,「伊約恩阿索的家園」，謝謝你的指點！<hex:02100103>我們這就去看看！
79,首先，從伊克布拉夏出發，向東前進！
80,雖然關於沙布魯克．皮比爾的事情被封口，<hex:02100103>但其他事情可以自行決定。
81,舒巴拉爾族和瑪姆加族的戰爭……<hex:02100103>我大致知道一些，但從未詳細調查過……
82,戰爭中滅亡的村莊，「伊約恩阿索的家園」，<hex:02100103>據說就在伊克布拉夏的東邊……<hex:02100103>但還沒看到什麼像樣的地方。
83,再沿著道路走一段看看吧。
84,看來這個集落被廢棄已經很久了。
85,這個廢村就是伊約恩阿索的家園嗎……<hex:02100103>在戰爭破壞之前，這裡也曾有人居住……
86,(-？？？？-)是的，我的曾祖父也是這個村子出身的。
87,烏克布！<hex:02100103>你怎麼會在這裡！
88,在採購木材時路過伊克布拉夏，<hex:02100103>聽說烏克拉瑪特公主來到了這個村子。
89,我想也許能幫上忙，<hex:02100103>所以趕來了。
90,這位是哈努哈努族的「葦之試煉」中幫過我們的<hex:02100103>船匠烏克布！
91,請多指教。<hex:02100103>你是烏克拉瑪特公主的新夥伴嗎？
92,暫時是的。<hex:02100103>我叫科納。
93,科納……這名字好像在哪聽過……
94,啊，原來是特拉約拉的第二王子科納殿下！？
95,我這烏克布，平時一直強調禮儀的重要性，<hex:02100103>卻對王族如此無禮！<hex:02100103>請用您的槍，直接了結我吧……！！
96,別這麼嚇人啊！
97,不用在意。
98,是嗎，那我就不在意了。
99,你還是那麼善於轉換心情……
100,聽說你們在調查沙布魯克．皮比爾。<hex:02100103>雖然弗姆魯克大人命令我們不能透露調理方法和材料，<hex:02100103>但我們可以告訴你們我們的歷史。
101,太好了！<hex:02100103>拜託你了，烏克布！
102,舒巴拉爾族和瑪姆加族的戰爭，<hex:02100103>簡單來說，是為了爭奪土地。
103,瑪姆加族居住的下層森林，<hex:02100103>日照少，土壤貧瘠，收成不好……<hex:02100103>因此他們渴望擁有陽光充足的土地，於是發動了戰爭。
104,但是，高地的舒巴拉爾族佔據地利，<hex:02100103>戰爭初期一直是舒巴拉爾族佔優勢。
105,即便如此，這個村子還是滅亡了……<hex:02100103>一定是發生了改變戰局的事情吧？
106,是的……瑪姆加族能夠扭轉劣勢的原因，<hex:02100103>是因為出現了一個你們非常熟悉的存在。
107,當時的瑪姆加族並不團結……<hex:02100103>弗比戈族、布內瓦族和多普羅族，<hex:02100103>三個部族爭奪主導權。
108,因此，即使在戰場上，他們也在爭奪功勞。
109,但有一次，弗比戈族長為了加強部族間的聯繫，<hex:02100103>向布內瓦族長提議讓他們的孩子聯姻。<hex:02100103>這一提議改變了命運的方向。
110,當時，人們認為即使是同一瑪姆加族，<hex:02100103>不同部族之間也無法生育後代。
111,然而，他們的孩子誕生了。<hex:02100103>一個擁有雙頭的異形存在。
112,這個雙頭，<hex:02100103>成長為一個兼具強壯體魄和高強魔力的戰士……<hex:02100103>最終被稱為「祝福的兄弟」，成為三部族的王。
113,我們非常清楚他的力量。
114,雙頭的崛起使瑪姆加族團結起來，<hex:02100103>對舒巴拉爾族發動了猛烈攻擊。<hex:02100103>從此，戰爭變得更加激烈。
115,向南走，你會看到<hex:02100103>當時的戰場「肖布里特灰戰場」。<hex:02100103>我們在那裡繼續談吧。
116,這裡到底發生了什麼……？
117,這景象真是慘不忍睹……
118,能幫上烏克拉瑪特公主的忙真是太好了。
119,沒想到沙布魯克．皮比爾的誕生與父親有關……
120,父親通過旅行，<hex:02100103>了解了特拉約拉大陸上的所有人……
121,所以父親才會舉行繼承儀式……
